"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8"
"1",0.151837163496617,-0.557349235651241,-0.921813117013013,0.205406742056862,0.821317202798737,-0.425615368557047,-0.280729061120607,-1.9929326190069e-15
"2",0.227320080714936,1.90389237832264,-0.665486474752614,0.580314049031984,-1.03831034580684,-0.541145976216369,-0.0475151243487469,-1.08760708863276e-15
"3",1.17269420241311,-0.153816814638159,0.909167597505997,0.495344227072337,0.499820993562773,-0.319174888314285,0.016321303425553,3.3344458657928e-16
"4",1.12332578329241,0.560640566985112,0.327061781941688,-1.19928060089594,0.503757195644011,-1.01307980128491,-0.00819059446481741,1.20784635277871e-15
"5",0.617015372905234,-0.645864923673007,1.318320206465,-0.0221067172512719,-0.33763219064158,-0.322881476426577,0.193577514872768,3.56924341864544e-16
"7",-2.7585232155982,0.584654578381218,-1.95734067572092,-0.396666253878436,0.632121686550101,0.423118568026898,0.161500821176205,1.21114375515388e-15
"8",-0.0218921352327082,-0.459141089439072,-0.481845710614774,-0.671478752750756,-0.868623634878881,-0.0374741253400671,-0.0862106947521677,7.51805454685437e-16
"9",1.33383678591657,-1.77036500992168,-0.809884978302917,-0.0990001963329372,-0.364164804184824,-0.507588918536912,0.296856136442608,-3.06754592021529e-15
"10",-1.2461962010736,-0.000703060891364092,-0.730055095425546,-0.110724534071107,0.427239545043215,-0.416425548367029,-0.155000062407428,-7.1522648133271e-16
"11",-1.69736569314769,0.818600085960472,0.384233267695141,1.39840797223929,0.868882397910748,-0.679822947951087,0.00807100349247084,7.21707494799481e-16
"12",-0.0981047925450675,-0.634798264083819,0.154409656510155,0.800930372435083,-0.075241317134243,-0.539673143420109,-0.0563363846873416,8.29606731217098e-16
"13",-2.0636591981907,-1.02036958781879,0.0761603862977137,1.84697301447858,-0.527865903156093,0.769383219839301,-0.148156700471502,-7.21997112365263e-16
"14",-2.94505465999655,0.403191732852052,-0.268792223129731,-0.679114054406794,0.839846156242057,0.309989295532348,0.286000833864451,5.39145030539009e-16
"15",3.57918124531133,0.214610035027064,-1.30188768985754,0.498193459877949,0.958809907499608,0.383309428976123,-0.00247140703128603,1.20908462502236e-15
"17",1.288637624579,1.30514788827411,0.938459246619394,0.668344800614088,0.470944073512013,1.12818033214,0.00579613267580391,-3.17545227921886e-17
"18",3.30686438529281,1.33581233815735,0.0158107861458516,-0.388055184933731,0.242481653269085,0.582664910928596,0.0256568549525486,-9.60710652674793e-16
"20",-0.74612437775238,-1.5675595796502,1.25250864506118,-2.44036989130426,0.563802305226116,0.435027632225111,-0.215788716912772,-9.55946419076086e-16
"23",-0.563746682779909,1.50248894065167,2.18490296512571,-0.467987723657495,-1.00800641500678,-0.0249465499278042,0.0505613385414149,-1.77361128732769e-16
"24",0.816225107743953,-0.97526505913122,-1.95152281356544,-0.346608460049844,-1.48874223785117,0.25860839388969,-0.0064322870206475,1.77796628154012e-15
"25",-1.04100017863837,1.70957044440415,-0.480892802822569,-0.933030369930483,-0.810767422577757,0.20732724302544,-0.0811340653573579,-5.54624892351506e-17
"26",0.217582222717506,-2.65166866707554,0.925442557582387,0.522078418527275,-0.0656298978496945,0.339788330586344,0.0649804098420599,1.25249809034649e-15
"27",-0.652852839428308,0.0982923029582623,1.08304448425484,0.738429683129603,-0.244038948170605,-0.00956861082765685,-0.0213572507112089,-8.132063690813e-16
